AF,AltNames,Apogee,Bus,DDate,DFlag,Dest,Diameter,DryFlag,DryMass,IF,Inc,JCAT,LDate,LFlag,Length,Manufacturer,Mass,MassFlag,Motor,Name,ODate,OQUAL,OpOrbit,Owner,PF,PLName,Parent,Perigee,Piece,Primary,SDate,Satcat,Shape,Span,SpanFlag,State,Status,TotFlag,TotMass,Type
,-,546,JL-1,-,?,-,1.0,,42,,97.46,S57031,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 20 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-20,A10981,530,2023-085AD,Earth,2023 Jun 15 0544?,57031,Box,1.5,?,CN,O,,42,P       ?
,-,546,JL-1,-,?,-,1.0,,42,,97.46,S57032,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 21 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-21,A10981,530,2023-085AE,Earth,2023 Jun 15 0544?,57032,Box,1.5,?,CN,O,,42,P       ?
,-,545,JL-1,-,?,-,1.0,,42,,97.46,S57033,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 22 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-22,A10981,531,2023-085AF,Earth,2023 Jun 15 0544?,57033,Box,1.5,?,CN,O,,42,P       ?
,-,545,JL-1,-,?,-,1.0,,42,,97.46,S57034,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 23 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-23,A10981,531,2023-085AG,Earth,2023 Jun 15 0544?,57034,Box,1.5,?,CN,O,,42,P       ?
,-,545,JL-1,-,?,-,1.0,,42,,97.46,S57035,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 24 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-24,A10981,530,2023-085AH,Earth,2023 Jun 15 0544?,57035,Box,1.5,?,CN,O,,42,P       ?
,-,545,JL-1,-,?,-,1.0,,42,,97.46,S57036,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 25 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-25,A10981,531,2023-085AJ,Earth,2023 Jun 15 0544?,57036,Box,1.5,?,CN,O,,42,P       ?
,-,545,JL-1,-,?,-,1.0,,42,,97.46,S57037,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 26 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-26,A10981,531,2023-085AK,Earth,2023 Jun 15 0544?,57037,Box,1.5,?,CN,O,,42,P       ?
,-,544,JL-1,-,?,-,1.0,,42,,97.46,S57038,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 27 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-27,A10981,531,2023-085AL,Earth,2023 Jun 15 0544?,57038,Box,1.5,?,CN,O,,42,P       ?
,-,544,JL-1,-,?,-,1.0,,42,,97.46,S57039,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 28 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-28,A10981,530,2023-085AM,Earth,2023 Jun 15 0544?,57039,Box,1.5,?,CN,O,,42,P       ?
,-,544,JL-1,-,?,-,1.0,,42,,97.46,S57040,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 29 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 GaoFen 06A-29,A10981,530,2023-085AN,Earth,2023 Jun 15 0544?,57040,Box,1.5,?,CN,O,,42,P       ?
,-,544,JL-1,-,?,-,1.0,,42,,97.46,S57041,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 GaoFen 06A 30 xing,2023 Jun 23,-,LLEO/S,CGSTL,,Hace Nongyao 1,A10981,529,2023-085AP,Earth,2023 Jun 15 0544?,57041,Box,1.5,?,CN,O,,42,P       ?
,-,544,JL-1,-,?,-,1.0,,42,,97.46,S57042,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 Pingtai 02A01,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 Pingtai 02A01,A10981,529,2023-085AQ,Earth,2023 Jun 15 0544?,57042,Box,1.5,?,CN,O,,42,P       ?
,-,544,JL-1,-,?,-,1.0,,42,,97.46,S57043,2023 Jun 15,?,1.5,CGSTL,42,,-,Jilin-1 Pingtai 02A02,2023 Jun 23,-,LLEO/S,CGSTL,,Jilin-1 Pingtai 02A02,A10981,529,2023-085AR,Earth,2023 Jun 15 0544?,57043,Box,1.5,?,CN,O,,42,P       ?
,-,545,JL-1,-,?,-,1.0,,42,,97.46,S57044,2023 Jun 15,?,1.5,CGSTL,42,,-,Huoerguosi-1,2023 Jun 23,-,LLEO/S,CGSTL/HXK,,Khorgos-1,A10981,528,2023-085AS,Earth,2023 Jun 15 0544?,57044,Box,1.5,?,CN,O,,42,P       ?
,Nusantara Tiga,62271,Spacebus NEO200,-,?,-,3.0,?,4200,,8.84,S57045,2023 Jun 18,?,8.0,THALES,4600,,XPS/PPS-5000,Satria,2023 Aug 21,-,GEO/NS,PSNT,,SATRIA,S57046,10279,2023-086A,Earth,2023 Jun 18 2258,57045,Box + 2 Pan,45.0,,ID,O,,4600,P
,-,52163,F9St2,-,,-,3.6,?,3000,,28.36,S57046,2023 Jun 18,?,7.0,SPX,3000,?,-,Falcon 9-234 Stage 2,2023 Aug 18,-,HEO,SPX,,F9-234 St2,R82350,574,2023-086B,Earth,2023 Jun 18 2229,57046,Cyl,7.0,,US,O,?,3000,R2----
,-,320,-,-,?,-,0.5,,100,,96.64,S57047,2023 Jun 20,?,1.0,DFHZ,100,,-,Shiyan 25,2023 Jun 20,-,LLEO/S,DFHZ,,Shiyan 25,A10982,306,2023-087A,Earth,2023 Jun 20 0330?,57047,Box + 2 pan,2.0,?,CN,O,?,100,P
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57048,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5847,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-01,A10983,228,2023-088A,Earth,2023 Jun 22 0737:52,57048,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57049,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5850,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-02,A10983,228,2023-088B,Earth,2023 Jun 22 0737:52,57049,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57050,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5845,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-03,A10983,228,2023-088C,Earth,2023 Jun 22 0737:52,57050,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57051,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5839,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-04,A10983,228,2023-088D,Earth,2023 Jun 22 0737:52,57051,Box + pan,9.0,?,US,O,,305,P      O
,-,335,Starlink,-,,-,2.8,?,290,,43.00,S57052,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5860,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-05,A10983,229,2023-088E,Earth,2023 Jun 22 0737:52,57052,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57053,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5865,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-06,A10983,229,2023-088F,Earth,2023 Jun 22 0737:52,57053,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57054,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5881,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-07,A10983,228,2023-088G,Earth,2023 Jun 22 0737:52,57054,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57055,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6237,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-08,A10983,229,2023-088H,Earth,2023 Jun 22 0737:52,57055,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57056,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6353,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-09,A10983,228,2023-088J,Earth,2023 Jun 22 0737:52,57056,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57057,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6223,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-10,A10983,228,2023-088K,Earth,2023 Jun 22 0737:52,57057,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57058,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6217,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-11,A10983,228,2023-088L,Earth,2023 Jun 22 0737:52,57058,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57059,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6211,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-12,A10983,228,2023-088M,Earth,2023 Jun 22 0737:52,57059,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57060,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6227,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-13,A10983,228,2023-088N,Earth,2023 Jun 22 0737:52,57060,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57061,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5869,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-14,A10983,228,2023-088P,Earth,2023 Jun 22 0737:52,57061,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57062,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5536,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-15,A10983,228,2023-088Q,Earth,2023 Jun 22 0737:52,57062,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57063,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5832,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-16,A10983,228,2023-088R,Earth,2023 Jun 22 0737:52,57063,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57064,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5822,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-17,A10983,228,2023-088S,Earth,2023 Jun 22 0737:52,57064,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57065,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5830,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-18,A10983,228,2023-088T,Earth,2023 Jun 22 0737:52,57065,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57066,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5827,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-19,A10983,228,2023-088U,Earth,2023 Jun 22 0737:52,57066,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57067,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5824,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-20,A10983,228,2023-088V,Earth,2023 Jun 22 0737:52,57067,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57068,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5844,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-21,A10983,228,2023-088W,Earth,2023 Jun 22 0737:52,57068,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57069,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5821,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-22,A10983,228,2023-088X,Earth,2023 Jun 22 0737:52,57069,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57070,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5828,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-23,A10983,228,2023-088Y,Earth,2023 Jun 22 0737:52,57070,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57071,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5834,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-24,A10983,228,2023-088Z,Earth,2023 Jun 22 0737:52,57071,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57072,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5843,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-25,A10983,228,2023-088AA,Earth,2023 Jun 22 0737:52,57072,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57073,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5838,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-26,A10983,228,2023-088AB,Earth,2023 Jun 22 0737:52,57073,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57074,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5773,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-27,A10983,228,2023-088AC,Earth,2023 Jun 22 0737:52,57074,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57075,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 5542,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-28,A10983,228,2023-088AD,Earth,2023 Jun 22 0737:52,57075,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57076,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6155,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-29,A10983,228,2023-088AE,Earth,2023 Jun 22 0737:52,57076,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57077,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6194,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-30,A10983,228,2023-088AF,Earth,2023 Jun 22 0737:52,57077,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57078,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6246,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-31,A10983,228,2023-088AG,Earth,2023 Jun 22 0737:52,57078,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57079,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6245,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-32,A10983,228,2023-088AH,Earth,2023 Jun 22 0737:52,57079,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57080,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6243,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-33,A10983,228,2023-088AJ,Earth,2023 Jun 22 0737:52,57080,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57081,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6184,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-34,A10983,228,2023-088AK,Earth,2023 Jun 22 0737:52,57081,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57082,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6248,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-35,A10983,228,2023-088AL,Earth,2023 Jun 22 0737:52,57082,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57083,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6253,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-36,A10983,228,2023-088AM,Earth,2023 Jun 22 0737:52,57083,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57084,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6240,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-37,A10983,228,2023-088AN,Earth,2023 Jun 22 0737:52,57084,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57085,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6232,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-38,A10983,228,2023-088AP,Earth,2023 Jun 22 0737:52,57085,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57086,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6247,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-39,A10983,228,2023-088AQ,Earth,2023 Jun 22 0737:52,57086,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57087,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6251,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-40,A10983,228,2023-088AR,Earth,2023 Jun 22 0737:52,57087,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57088,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6257,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-41,A10983,228,2023-088AS,Earth,2023 Jun 22 0737:52,57088,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57089,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6259,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-42,A10983,228,2023-088AT,Earth,2023 Jun 22 0737:52,57089,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57090,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6254,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-43,A10983,228,2023-088AU,Earth,2023 Jun 22 0737:52,57090,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57091,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6262,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-44,A10983,228,2023-088AV,Earth,2023 Jun 22 0737:52,57091,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57092,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6225,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-45,A10983,228,2023-088AW,Earth,2023 Jun 22 0737:52,57092,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57093,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6229,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-46,A10983,228,2023-088AX,Earth,2023 Jun 22 0737:52,57093,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57094,2023 Jun 22,?,0.2,SPXS,305,,-,Starlink 6235,2023 Jun 22,-,LLEO/I,SPXS,,Starlink Group 5-7-47,A10983,228,2023-088AY,Earth,2023 Jun 22 0737:52,57094,Box + pan,9.0,?,US,O,,305,P      O
?,":U,RHYOLITE 15:P,NRO Mission 8307?,NROL-86",35790,Adv ORION,-,?,-,2.5,?,5000,?,0.00,S57099,2023 Jun 22,?,5.0,UNKUS,5000,?,UNK,USA 345,2023 Aug  1,-,GEO/S,NROC,?,ORION 11?,S57100,35780,2023-089A,Earth,2023 Jun 22 1502?,57099,Box + 2 Pan + Dish,20.0,?,US,O,?,5000,P ------C
?,-,36200,DCSS-5,-,,-,5.0,,3450,?,2.00,S57100,2023 Jun 22,,12.0,ULAD,3450,,RL10B-2,Delta 388,2023 Aug  1,-,GEO/D,ULAB,?,DCSS-5 F26,R82362,36100,2023-089B,Earth,2023 Jun 22 0930,57100,Cyl + Nozzle,12.0,,US,O,,3450,R2      c
,-,339,Starlink,-,,-,2.8,?,290,,43.00,S57101,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6132,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-01,A10987,297,2023-090A,Earth,2023 Jun 23 1640:43,57101,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57102,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6111,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-02,A10987,296,2023-090B,Earth,2023 Jun 23 1640:43,57102,Box + pan,9.0,?,US,O,,305,P      O
,-,339,Starlink,-,,-,2.8,?,290,,43.00,S57103,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6123,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-03,A10987,297,2023-090C,Earth,2023 Jun 23 1640:43,57103,Box + pan,9.0,?,US,O,,305,P      O
,-,339,Starlink,-,,-,2.8,?,290,,43.00,S57104,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6130,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-04,A10987,297,2023-090D,Earth,2023 Jun 23 1640:43,57104,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57105,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6097,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-05,A10987,297,2023-090E,Earth,2023 Jun 23 1640:43,57105,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57106,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6118,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-06,A10987,297,2023-090F,Earth,2023 Jun 23 1640:43,57106,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57107,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6131,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-07,A10987,297,2023-090G,Earth,2023 Jun 23 1640:43,57107,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57108,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6099,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-08,A10987,297,2023-090H,Earth,2023 Jun 23 1640:43,57108,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57109,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6139,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-09,A10987,297,2023-090J,Earth,2023 Jun 23 1640:43,57109,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57110,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6134,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-10,A10987,297,2023-090K,Earth,2023 Jun 23 1640:43,57110,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57111,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6140,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-11,A10987,297,2023-090L,Earth,2023 Jun 23 1640:43,57111,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57112,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6141,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-12,A10987,297,2023-090M,Earth,2023 Jun 23 1640:43,57112,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57113,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6142,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-13,A10987,297,2023-090N,Earth,2023 Jun 23 1640:43,57113,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57114,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6125,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-14,A10987,297,2023-090P,Earth,2023 Jun 23 1640:43,57114,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57115,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6085,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-15,A10987,297,2023-090Q,Earth,2023 Jun 23 1640:43,57115,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57116,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6129,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-16,A10987,297,2023-090R,Earth,2023 Jun 23 1640:43,57116,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57117,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6148,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-17,A10987,297,2023-090S,Earth,2023 Jun 23 1640:43,57117,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57118,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6151,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-18,A10987,297,2023-090T,Earth,2023 Jun 23 1640:43,57118,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57119,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6150,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-19,A10987,297,2023-090U,Earth,2023 Jun 23 1640:43,57119,Box + pan,9.0,?,US,O,,305,P      O
