AF,AltNames,Apogee,Bus,DDate,DFlag,Dest,Diameter,DryFlag,DryMass,IF,Inc,JCAT,LDate,LFlag,Length,Manufacturer,Mass,MassFlag,Motor,Name,ODate,OQUAL,OpOrbit,Owner,PF,PLName,Parent,Perigee,Piece,Primary,SDate,Satcat,Shape,Span,SpanFlag,State,Status,TotFlag,TotMass,Type
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58072,2023 Oct 13,?,0.3,SPXS,750,,-,Starlink 30506,2023 Oct 14,-,LLEO/I,SPXS,,Starlink Group 6-22-22,A11058,282,2023-158X,Earth,2023 Oct 14 0006:25,58072,Box + pan,12.8,?,US,O,,750,P      A
,-,773,Yunhai-1,-,?,-,1.5,?,800,,98.60,S58073,2023 Oct 15,?,2.0,SAST,800,?,-,Yunhai 1-04,2023 Oct 15,-,LEO/S,SAST,,Yunhai-1 04 xing,S58074,756,2023-159A,Earth,2023 Oct 15 0110?,58073,Box + 2 Pan,4.0,?,CN,O,?,800,P
,-,867,CZ-2 Stage 2,-,,-,3.3,,4006,,98.52,S58074,2023 Oct 15,,8.0,BWYIC,4006,,-,CZ-2D Y77 Stage 2,2023 Oct 15,-,LEO/S,CNSA,,CZ-2D Stage 2,R82657,726,2023-159B,Earth,2023 Oct 15 0110?,58074,Cyl,8.0,,CN,O,,4006,R2
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58075,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30604,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-01,A11061,283,2023-160A,Earth,2023 Oct 18 0144,58075,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58076,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30500,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-02,A11061,283,2023-160B,Earth,2023 Oct 18 0144,58076,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58077,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30613,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-03,A11061,283,2023-160C,Earth,2023 Oct 18 0144,58077,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58078,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30597,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-04,A11061,283,2023-160D,Earth,2023 Oct 18 0144,58078,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58079,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30598,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-05,A11061,283,2023-160E,Earth,2023 Oct 18 0144,58079,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58080,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30603,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-06,A11061,283,2023-160F,Earth,2023 Oct 18 0144,58080,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58081,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30602,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-07,A11061,283,2023-160G,Earth,2023 Oct 18 0144,58081,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58082,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30610,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-08,A11061,283,2023-160H,Earth,2023 Oct 18 0144,58082,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58083,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30551,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-09,A11061,283,2023-160J,Earth,2023 Oct 18 0144,58083,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58084,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30586,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-10,A11061,282,2023-160K,Earth,2023 Oct 18 0144,58084,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58085,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30609,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-11,A11061,282,2023-160L,Earth,2023 Oct 18 0144,58085,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58086,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30583,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-12,A11061,282,2023-160M,Earth,2023 Oct 18 0144,58086,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58087,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30557,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-13,A11061,282,2023-160N,Earth,2023 Oct 18 0144,58087,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58088,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30591,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-14,A11061,282,2023-160P,Earth,2023 Oct 18 0144,58088,Box + pan,12.8,?,US,O,,750,P      A
,-,292,Starlink V2M,-,,-,4.1,?,700,,43.00,S58089,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30584,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-15,A11061,282,2023-160Q,Earth,2023 Oct 18 0144,58089,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58090,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30590,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-16,A11061,282,2023-160R,Earth,2023 Oct 18 0144,58090,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58091,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30608,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-17,A11061,282,2023-160S,Earth,2023 Oct 18 0144,58091,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58092,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30615,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-18,A11061,282,2023-160T,Earth,2023 Oct 18 0144,58092,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58093,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30578,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-19,A11061,282,2023-160U,Earth,2023 Oct 18 0144,58093,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58094,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30574,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-20,A11061,282,2023-160V,Earth,2023 Oct 18 0144,58094,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58095,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30570,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-21,A11061,282,2023-160W,Earth,2023 Oct 18 0144,58095,Box + pan,12.8,?,US,O,,750,P      A
,-,291,Starlink V2M,-,,-,4.1,?,700,,43.00,S58096,2023 Oct 18,?,0.3,SPXS,750,,-,Starlink 30581,2023 Oct 18,-,LLEO/I,SPXS,,Starlink Group 6-23-22,A11061,282,2023-160X,Earth,2023 Oct 18 0144,58096,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58097,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30594,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-01,A11062,285,2023-161A,Earth,2023 Oct 21 0925:38,58097,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58098,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30614,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-02,A11062,285,2023-161B,Earth,2023 Oct 21 0925:38,58098,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58099,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30607,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-03,A11062,285,2023-161C,Earth,2023 Oct 21 0925:38,58099,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58100,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30600,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-04,A11062,285,2023-161D,Earth,2023 Oct 21 0925:38,58100,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58101,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30605,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-05,A11062,285,2023-161E,Earth,2023 Oct 21 0925:38,58101,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58102,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30592,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-06,A11062,285,2023-161F,Earth,2023 Oct 21 0925:38,58102,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58103,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30589,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-07,A11062,285,2023-161G,Earth,2023 Oct 21 0925:38,58103,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58104,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30617,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-08,A11062,285,2023-161H,Earth,2023 Oct 21 0925:38,58104,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58105,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30616,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-09,A11062,285,2023-161J,Earth,2023 Oct 21 0925:38,58105,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58106,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30612,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-10,A11062,285,2023-161K,Earth,2023 Oct 21 0925:38,58106,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58107,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30421,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-11,A11062,285,2023-161L,Earth,2023 Oct 21 0925:38,58107,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58108,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30611,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-12,A11062,284,2023-161M,Earth,2023 Oct 21 0925:38,58108,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58109,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30606,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-13,A11062,284,2023-161N,Earth,2023 Oct 21 0925:38,58109,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58110,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30596,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-14,A11062,284,2023-161P,Earth,2023 Oct 21 0925:38,58110,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58111,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30595,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-15,A11062,284,2023-161Q,Earth,2023 Oct 21 0925:38,58111,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58112,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30593,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-16,A11062,284,2023-161R,Earth,2023 Oct 21 0925:38,58112,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58113,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30353,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-17,A11062,284,2023-161S,Earth,2023 Oct 21 0925:38,58113,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58114,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30572,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-18,A11062,284,2023-161T,Earth,2023 Oct 21 0925:38,58114,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58115,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30580,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-19,A11062,284,2023-161U,Earth,2023 Oct 21 0925:38,58115,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58116,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30493,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-20,A11062,284,2023-161V,Earth,2023 Oct 21 0925:38,58116,Box + pan,12.8,?,US,O,,750,P      A
,-,295,Starlink V2M,-,,-,4.1,?,700,,53.06,S58117,2023 Oct 21,?,0.3,SPXS,750,,-,Starlink 30601,2023 Oct 21,-,LLEO/I,SPXS,,Starlink Group 7-5-21,A11062,284,2023-161W,Earth,2023 Oct 21 0925:38,58117,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58118,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30795,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-01,A11063,283,2023-162A,Earth,2023 Oct 22 0322:27,58118,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58119,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30765,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-02,A11063,283,2023-162B,Earth,2023 Oct 22 0322:27,58119,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58120,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30768,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-03,A11063,283,2023-162C,Earth,2023 Oct 22 0322:27,58120,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58121,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30799,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-04,A11063,283,2023-162D,Earth,2023 Oct 22 0322:27,58121,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58122,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30759,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-05,A11063,283,2023-162E,Earth,2023 Oct 22 0322:27,58122,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58123,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30781,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-06,A11063,283,2023-162F,Earth,2023 Oct 22 0322:27,58123,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58124,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30754,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-07,A11063,283,2023-162G,Earth,2023 Oct 22 0322:27,58124,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58125,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30766,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-08,A11063,283,2023-162H,Earth,2023 Oct 22 0322:27,58125,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58126,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30767,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-09,A11063,283,2023-162J,Earth,2023 Oct 22 0322:27,58126,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58127,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30790,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-10,A11063,283,2023-162K,Earth,2023 Oct 22 0322:27,58127,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58128,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30787,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-11,A11063,283,2023-162L,Earth,2023 Oct 22 0322:27,58128,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58129,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30756,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-12,A11063,283,2023-162M,Earth,2023 Oct 22 0322:27,58129,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58130,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30783,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-13,A11063,283,2023-162N,Earth,2023 Oct 22 0322:27,58130,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58131,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30757,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-14,A11063,283,2023-162P,Earth,2023 Oct 22 0322:27,58131,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58132,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30770,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-15,A11063,283,2023-162Q,Earth,2023 Oct 22 0322:27,58132,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58133,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30758,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-16,A11063,283,2023-162R,Earth,2023 Oct 22 0322:27,58133,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58134,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30761,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-17,A11063,282,2023-162S,Earth,2023 Oct 22 0322:27,58134,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58135,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30772,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-18,A11063,282,2023-162T,Earth,2023 Oct 22 0322:27,58135,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58136,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30776,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-19,A11063,282,2023-162U,Earth,2023 Oct 22 0322:27,58136,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58137,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30782,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-20,A11063,282,2023-162V,Earth,2023 Oct 22 0322:27,58137,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58138,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30769,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-21,A11063,282,2023-162W,Earth,2023 Oct 22 0322:27,58138,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58139,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30775,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-22,A11063,282,2023-162X,Earth,2023 Oct 22 0322:27,58139,Box + pan,12.8,?,US,O,,750,P      A
,-,290,Starlink V2M,-,,-,4.1,?,700,,43.01,S58140,2023 Oct 22,?,0.3,SPXS,750,,-,Starlink 30780,2023 Oct 22,-,LLEO/I,SPXS,,Starlink Group 6-24-23,A11063,282,2023-162Y,Earth,2023 Oct 22 0322:27,58140,Box + pan,12.8,?,US,O,,750,P      A
,-,502,-,-,,-,2.5,?,300,,34.99,S58141,2023 Oct 23,?,2.5,DFHZ,300,?,-,Yaogan 39 04 zu 01 xing,2023 Oct 24,-,LLEO/I,ZZB,,Yaogan 39-04 A,S58142,491,2023-163A,Earth,2023 Oct 23 2018?,58141,Box + 2 Pan,5.0,?,CN,O,?,300,P
,-,503,CZ-2 Stage 2,-,,-,3.3,,4006,,35.01,S58142,2023 Oct 23,,8.0,BWYIC,4006,,-,CZ-2D Y85 Stage 2,2023 Oct 26,-,LLEO/I,CASC,,CZ-2D Stage 2,R82680,488,2023-163B,Earth,2023 Oct 23 2017?,58142,Cyl+sail,8.0,,CN,O,,4006,R2
,-,501,-,-,,-,2.5,?,300,,34.99,S58143,2023 Oct 23,?,2.5,SAST,300,?,-,Yaogan 39 04 zu 02 xing,2023 Oct 24,-,LLEO/I,ZZB,,Yaogan 39-04 B,S58142,489,2023-163C,Earth,2023 Oct 23 2018?,58143,Box + 2 Pan,5.0,?,CN,O,?,300,P
,-,501,-,-,,-,3.3,,300,,35.00,S58144,2023 Oct 23,,1.0,SAST,300,,-,YG-39-04 Adapter,2023 Oct 26,-,LLEO/I,CASC,,-,S58142,488,2023-163D,Earth,2023 Oct 23 2018?,58144,Cone+sail,5.0,,CN,O,,300,C  A
,-,501,-,-,,-,2.5,?,300,,35.00,S58145,2023 Oct 23,?,2.5,DFHZ,300,?,-,Yaogan 39 04 zu 03 xing,2023 Oct 24,-,LLEO/I,ZZB,,Yaogan 39-04 C,S58142,488,2023-163E,Earth,2023 Oct 23 2018?,58145,Box + 2 Pan,5.0,?,CN,O,?,300,P
,-,900,Yantar'-Lotos,-,,-,2.7,?,6500,,67.14,S58148,2023 Oct 27,,6.3,TSSKBP/ARSLO,6575,,11D428,Kosmos-2570,2023 Oct 27,-,LLEO/I,VVKOV,,Lotos-S1 No.  808?,S58149,239,2023-165A,Earth,2023 Oct 27 0615?,58148,Cyl + 2 Pan,6.3,,RU,O,,6575,P
,-,879,Blok-I,-,,-,2.7,,2350,,67.14,S58149,2023 Oct 27,,6.7,PROGT,2350,,-,Soyuz-2-1b Blok-I,2023 Oct 27,-,LLEO/I,RVSNR,,Blok-I 14S54,R82687,236,2023-165B,Earth,2023 Oct 27 0615?,58149,Cyl,6.7,,RU,O,?,2350,R3
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58150,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30802,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-01,A11069,286,2023-166A,Earth,2023 Oct 29 1002:39,58150,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58151,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30834,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-02,A11069,286,2023-166B,Earth,2023 Oct 29 1002:39,58151,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58152,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30833,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-03,A11069,286,2023-166C,Earth,2023 Oct 29 1002:39,58152,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58153,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30831,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-04,A11069,286,2023-166D,Earth,2023 Oct 29 1002:39,58153,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58154,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30797,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-05,A11069,286,2023-166E,Earth,2023 Oct 29 1002:39,58154,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58155,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30804,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-06,A11069,285,2023-166F,Earth,2023 Oct 29 1002:39,58155,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58156,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30784,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-07,A11069,285,2023-166G,Earth,2023 Oct 29 1002:39,58156,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58157,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30803,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-08,A11069,285,2023-166H,Earth,2023 Oct 29 1002:39,58157,Box + pan,12.8,?,US,O,,750,P      A
,-,294,Starlink V2M,-,,-,4.1,?,700,,53.06,S58158,2023 Oct 29,?,0.3,SPXS,750,,-,Starlink 30829,2023 Oct 29,-,LLEO/I,SPXS,,Starlink Group 7-6-09,A11069,285,2023-166J,Earth,2023 Oct 29 1002:39,58158,Box + pan,12.8,?,US,O,,750,P      A
